topic,unit_slug,faculty,url,title,wordCount,classification
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/academic-communication-skills-series,Academic Communication Skills Series,1092,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/professional-skills-series/technical-skills-series,Mentoring & Volunteering,375,redirect
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/professional-skills-series/technical-skills-series,Mentoring & Volunteering,375,redirect
careers-employability,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/professional-skills-series/technical-skills-series,Mentoring & Volunteering,375,redirect
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/professional-skills-series/technical-skills-series,Mentoring & Volunteering,375,redirect
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/professional-skills,Professional Skills Series,594,redirect
careers-employability,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/professional-skills,Professional Skills Series,594,redirect
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/professional-skills,Professional Skills Series,594,redirect
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series,Industry Series,519,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series,Industry Series,519,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs,Our Clubs,1278,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs,Our Clubs,1278,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs,Our Clubs,1278,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/technical-skills,Technical Skills Series,2125,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/technical-skills,Technical Skills Series,2125,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-calendar,FEIT Student Event Calendar,360,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-calendar,FEIT Student Event Calendar,360,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-calendar,FEIT Student Event Calendar,360,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/ian-alexander-scholarship-round-2,Ian Alexander Scholarship Round 2,352,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/ian-alexander-scholarship-round-2,Ian Alexander Scholarship Round 2,352,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/ian-alexander-scholarship-round-2,Ian Alexander Scholarship Round 2,352,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/ian-alexander-scholarship-round-2,Ian Alexander Scholarship Round 2,352,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/2026/international-skills-series/intercultural-career-mentoring-program,Intercultural Career Mentoring Program,374,unique
careers-employability,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/2026/international-skills-series/intercultural-career-mentoring-program,Intercultural Career Mentoring Program,374,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/2026/international-skills-series/intercultural-career-mentoring-program,Intercultural Career Mentoring Program,374,unique
international,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/2026/international-skills-series/intercultural-career-mentoring-program,Intercultural Career Mentoring Program,374,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/lens-stevens-scholarship,Lens Stevens Scholarship,382,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/lens-stevens-scholarship,Lens Stevens Scholarship,382,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/lens-stevens-scholarship,Lens Stevens Scholarship,382,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/lens-stevens-scholarship,Lens Stevens Scholarship,382,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/round-4-scholarships,Round 4 Scholarships,481,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/round-4-scholarships,Round 4 Scholarships,481,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/round-4-scholarships,Round 4 Scholarships,481,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/round-4-scholarships,Round 4 Scholarships,481,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/round-3-scholarships,Round 3 Scholarships,442,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/round-3-scholarships,Round 3 Scholarships,442,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/round-3-scholarships,Round 3 Scholarships,442,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events/round-3-scholarships,Round 3 Scholarships,442,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/international-opportunities,Global Experience,458,redirect
international,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/international-opportunities,Global Experience,458,redirect
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/international-opportunities,Global Experience,458,redirect
wellbeing-health,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/wellbeing-series,Wellbeing Series,421,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/wellbeing-series,Wellbeing Series,421,unique
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/wellbeing-series,Wellbeing Series,421,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/wellbeing-series,Wellbeing Series,421,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-calendar/upcoming-events,Upcoming events,334,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-calendar/upcoming-events,Upcoming events,334,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-calendar/upcoming-events,Upcoming events,334,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/committee,Information for committee members,540,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/committee,Information for committee members,540,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/committee,Information for committee members,540,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/feature-in-the-feit-express-newsletter,Promote an Upcoming Event,510,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/feature-in-the-feit-express-newsletter,Promote an Upcoming Event,510,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/feature-in-the-feit-express-newsletter,Promote an Upcoming Event,510,unique
wellbeing-health,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/study-resources/wellbeing,Health and Wellbeing Resources,1236,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/study-resources/wellbeing,Health and Wellbeing Resources,1236,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/study-resources/wellbeing,Health and Wellbeing Resources,1236,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/study-resources/academic-skills,Academic Skills,507,unique
academic-skills,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/study-resources/academic-skills,Academic Skills,507,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/study-resources/academic-skills,Academic Skills,507,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/event-funding-and-invoicing,Event Funding and Invoicing,617,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/event-funding-and-invoicing,Event Funding and Invoicing,617,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/event-funding-and-invoicing,Event Funding and Invoicing,617,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/study-resources/newsletter,ENG & IT Express Newsletter,644,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/study-resources/newsletter,ENG & IT Express Newsletter,644,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/career-resources/professional-associations,Professional Associations,542,unique
careers-employability,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/career-resources/professional-associations,Professional Associations,542,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/career-resources/professional-associations,Professional Associations,542,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/book-a-room-for-your-event,Book a room for your event,308,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/book-a-room-for-your-event,Book a room for your event,308,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/book-a-room-for-your-event,Book a room for your event,308,unique
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/progress-your-career/internship/internship-subjects,Internships - Students - Faculty of Engineering and Information Technology,728,redirect
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/progress-your-career/internship/internship-subjects,Internships - Students - Faculty of Engineering and Information Technology,728,redirect
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/progress-your-career/internship/internship-subjects,Internships - Students - Faculty of Engineering and Information Technology,728,redirect
subjects-timetable,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/progress-your-career/internship/internship-subjects,Internships - Students - Faculty of Engineering and Information Technology,728,redirect
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships,Scholarships - Coursework Students - Current Students - Faculty of Engineering and Information Technology,783,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships,Scholarships - Coursework Students - Current Students - Faculty of Engineering and Information Technology,783,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships,Scholarships - Coursework Students - Current Students - Faculty of Engineering and Information Technology,783,unique
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship,Internships - Coursework Students - Current Students - Faculty of Engineering and Information Technology,601,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship,Internships - Coursework Students - Current Students - Faculty of Engineering and Information Technology,601,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship,Internships - Coursework Students - Current Students - Faculty of Engineering and Information Technology,601,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/coursework-prizes,Coursework Prizes,627,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/coursework-prizes,Coursework Prizes,627,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/coursework-prizes,Coursework Prizes,627,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-community/scholarships,"Engineering and IT undergraduate scholarships, The University of Melbourne",569,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-community/scholarships,"Engineering and IT undergraduate scholarships, The University of Melbourne",569,unique
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-community/scholarships,"Engineering and IT undergraduate scholarships, The University of Melbourne",569,unique
graduation,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-community/scholarships,"Engineering and IT undergraduate scholarships, The University of Melbourne",569,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/international-opportunities/ICMP,Intercultural Career Mentoring Program,2516,redirect
international,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/international-opportunities/ICMP,Intercultural Career Mentoring Program,2516,redirect
careers-employability,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/international-opportunities/ICMP,Intercultural Career Mentoring Program,2516,redirect
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/international-opportunities/ICMP,Intercultural Career Mentoring Program,2516,redirect
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/frequently-asked-questions,Frequently Asked Questions,287,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/frequently-asked-questions,Frequently Asked Questions,287,unique
contacts-support,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/frequently-asked-questions,Frequently Asked Questions,287,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/frequently-asked-questions,Frequently Asked Questions,287,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/image-galleries,Image galleries,307,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/image-galleries,Image galleries,307,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/image-galleries,Image galleries,307,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/undergraduate/subject-prizes-1,Undergraduate Prizes,433,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/undergraduate/subject-prizes-1,Undergraduate Prizes,433,unique
graduation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/undergraduate/subject-prizes-1,Undergraduate Prizes,433,unique
subjects-timetable,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/undergraduate/subject-prizes-1,Undergraduate Prizes,433,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards,Community Awards,489,unique
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards,Community Awards,489,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards,Community Awards,489,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards,Community Awards,489,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/deans-honours-award,Dean’s Honours List,349,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/deans-honours-award,Dean’s Honours List,349,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/deans-honours-award,Dean’s Honours List,349,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/research/getting-started/building-access,Building access and ID cards - Graduate Researchers - Current Students - Faculty of Engineering and Information Technology,692,unique
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/getting-started/building-access,Building access and ID cards - Graduate Researchers - Current Students - Faculty of Engineering and Information Technology,692,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/research/getting-started/building-access,Building access and ID cards - Graduate Researchers - Current Students - Faculty of Engineering and Information Technology,692,unique
graduation,feit,FEIT,https://eng.unimelb.edu.au/students/research/getting-started/building-access,Building access and ID cards - Graduate Researchers - Current Students - Faculty of Engineering and Information Technology,692,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/research/getting-started/arrival-checklist,Arrival and commencement checklist,1116,mixed
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/getting-started/arrival-checklist,Arrival and commencement checklist,1116,mixed
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/research/getting-started/arrival-checklist,Arrival and commencement checklist,1116,mixed
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/research/study-resources/progress-review,Reviewing your progress,1859,unique
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/study-resources/progress-review,Reviewing your progress,1859,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/research/study-resources/progress-review,Reviewing your progress,1859,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/research/study-resources/course-requirements,Course requirements,823,unique
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/study-resources/course-requirements,Course requirements,823,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/research/study-resources/course-requirements,Course requirements,823,unique
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/study-resources/submitting-your-thesis,Submitting your thesis and beyond,946,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/research/study-resources/submitting-your-thesis,Submitting your thesis and beyond,946,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/research/study-resources/submitting-your-thesis,Submitting your thesis and beyond,946,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/research/study-resources/services-support-activities,"Services, support and activities",567,unique
contacts-support,feit,FEIT,https://eng.unimelb.edu.au/students/research/study-resources/services-support-activities,"Services, support and activities",567,unique
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/study-resources/services-support-activities,"Services, support and activities",567,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/research/study-resources/services-support-activities,"Services, support and activities",567,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/graduate-research-awards,Graduate Research Prizes,428,unique
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/graduate-research-awards,Graduate Research Prizes,428,unique
graduation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/graduate-research-awards,Graduate Research Prizes,428,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/graduate-research-awards,Graduate Research Prizes,428,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships,Scholarships for Graduate Researchers,728,unique
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships,Scholarships for Graduate Researchers,728,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships,Scholarships for Graduate Researchers,728,unique
graduation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships,Scholarships for Graduate Researchers,728,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/scholarships/acusensus-scholarship-for-women-in-engineering,Acusensus Scholarship for Women in STEM,522,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/scholarships/acusensus-scholarship-for-women-in-engineering,Acusensus Scholarship for Women in STEM,522,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/scholarships/acusensus-scholarship-for-women-in-engineering,Acusensus Scholarship for Women in STEM,522,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/orientation/after-orientation/whats-next/sap/scholarships/scholarships/m.k.n.-johansen-scholarship-for-the-advancement-of-municipal-engineering,~ Page not found,433,redirect
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/orientation/after-orientation/whats-next/sap/scholarships/scholarships/m.k.n.-johansen-scholarship-for-the-advancement-of-municipal-engineering,~ Page not found,433,redirect
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/orientation/after-orientation/whats-next/sap/scholarships/scholarships/m.k.n.-johansen-scholarship-for-the-advancement-of-municipal-engineering,~ Page not found,433,redirect
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/professional-skills-series,Professional Skills Series,594,unique
careers-employability,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/professional-skills-series,Professional Skills Series,594,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/professional-skills-series,Professional Skills Series,594,unique
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering,Mentoring & Volunteering,375,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering,Mentoring & Volunteering,375,unique
careers-employability,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering,Mentoring & Volunteering,375,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering,Mentoring & Volunteering,375,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/terms/engineering-and-it-commencing-scholarship-terms-and-conditions,Engineering & IT Commencing Scholarship Terms and Conditions,707,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/terms/engineering-and-it-commencing-scholarship-terms-and-conditions,Engineering & IT Commencing Scholarship Terms and Conditions,707,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/terms/engineering-and-it-commencing-scholarship-terms-and-conditions,Engineering & IT Commencing Scholarship Terms and Conditions,707,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/winter-round,"Winter Round, 2026",460,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/winter-round,"Winter Round, 2026",460,unique
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/winter-round,"Winter Round, 2026",460,unique
graduation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/winter-round,"Winter Round, 2026",460,unique
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/student-profile,Meet our graduate researchers,3201,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/student-profile,Meet our graduate researchers,3201,unique
graduation,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/student-profile,Meet our graduate researchers,3201,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/student-profile,Meet our graduate researchers,3201,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/terms/engineering-and-it-coursework-scholarship-terms-and-conditions,Engineering & IT Coursework Scholarship Terms and Conditions,929,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/terms/engineering-and-it-coursework-scholarship-terms-and-conditions,Engineering & IT Coursework Scholarship Terms and Conditions,929,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/terms/engineering-and-it-coursework-scholarship-terms-and-conditions,Engineering & IT Coursework Scholarship Terms and Conditions,929,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/student-clubs,Student clubs and societies,445,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/student-clubs,Student clubs and societies,445,unique
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/student-clubs,Student clubs and societies,445,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/student-clubs,Student clubs and societies,445,unique
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/thesis-writing-events,Thesis writing events,572,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/thesis-writing-events,Thesis writing events,572,unique
clubs-events,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/thesis-writing-events,Thesis writing events,572,unique
academic-skills,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/thesis-writing-events,Thesis writing events,572,unique
scholarships,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/award-winners,FEIT award winners 2023,506,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/award-winners,FEIT award winners 2023,506,unique
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/award-winners,FEIT award winners 2023,506,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/award-winners,FEIT award winners 2023,506,unique
research-candidature,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/internships,Internships - Graduate Researchers - Current Students - Faculty of Engineering and Information Technology,478,unique
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/internships,Internships - Graduate Researchers - Current Students - Faculty of Engineering and Information Technology,478,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/internships,Internships - Graduate Researchers - Current Students - Faculty of Engineering and Information Technology,478,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/internships,Internships - Graduate Researchers - Current Students - Faculty of Engineering and Information Technology,478,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas,Global Experience,458,unique
international,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas,Global Experience,458,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas,Global Experience,458,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/program,Engineering & IT Orientation Program,1063,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/program,Engineering & IT Orientation Program,1063,unique
orientation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation,Graduate Orientation,494,unique
graduation,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation,Graduate Orientation,494,unique
IT-systems,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation,Graduate Orientation,494,unique
